user_id,total_sessions,binge_sessions,binge_rate,avg_episodes_per_session
user_03108,16,4,0.25,1.25
user_08084,12,4,0.3333333333333333,1.3333333333333333
user_08985,14,4,0.2857142857142857,1.4285714285714286
user_01618,12,4,0.3333333333333333,1.3333333333333333
user_02586,11,4,0.36363636363636365,1.3636363636363635
user_02365,15,4,0.26666666666666666,1.2666666666666666
user_08107,15,4,0.26666666666666666,1.2666666666666666
user_05493,16,4,0.25,1.25
user_01824,21,4,0.19047619047619047,1.1904761904761905
user_08975,14,4,0.2857142857142857,1.2857142857142858
user_00277,15,4,0.26666666666666666,1.2666666666666666
user_06102,11,4,0.36363636363636365,1.3636363636363635
user_02369,14,4,0.2857142857142857,1.3571428571428572
user_02371,12,4,0.3333333333333333,1.3333333333333333
user_07543,11,4,0.36363636363636365,1.3636363636363635
user_03046,14,4,0.2857142857142857,1.2857142857142858
user_08705,13,4,0.3076923076923077,1.3076923076923077
user_03159,10,4,0.4,1.4
user_07857,11,4,0.36363636363636365,1.3636363636363635
user_03252,11,4,0.36363636363636365,1.3636363636363635
user_03535,17,4,0.23529411764705882,1.2352941176470589
user_07405,11,4,0.36363636363636365,1.5454545454545454
user_03559,14,4,0.2857142857142857,1.2857142857142858
user_06175,14,4,0.2857142857142857,1.2857142857142858
user_06191,12,4,0.3333333333333333,1.3333333333333333
user_01260,16,4,0.25,1.25
user_03714,9,4,0.4444444444444444,1.4444444444444444
user_03720,15,4,0.26666666666666666,1.4
user_09158,7,4,0.5714285714285714,1.5714285714285714
user_03802,18,4,0.2222222222222222,1.2222222222222223
user_07236,16,4,0.25,1.25
user_05210,14,4,0.2857142857142857,1.2857142857142858
user_08692,16,4,0.25,1.25
user_09739,10,4,0.4,1.4
user_01143,8,4,0.5,1.625
user_09243,7,4,0.5714285714285714,1.5714285714285714
user_07117,13,4,0.3076923076923077,1.4615384615384615
user_02428,14,4,0.2857142857142857,1.2857142857142858
user_05124,11,4,0.36363636363636365,1.5454545454545454
user_01101,10,4,0.4,1.4
user_07087,14,4,0.2857142857142857,1.2857142857142858
user_07089,12,4,0.3333333333333333,1.3333333333333333
user_07054,10,4,0.4,1.4
user_07040,13,4,0.3076923076923077,1.3076923076923077
user_06971,15,4,0.26666666666666666,1.2666666666666666
user_06983,10,4,0.4,1.4
user_08934,18,4,0.2222222222222222,1.2222222222222223
user_08024,15,4,0.26666666666666666,1.2666666666666666
user_06295,11,4,0.36363636363636365,1.4545454545454546
user_04193,9,4,0.4444444444444444,1.4444444444444444
user_06901,15,4,0.26666666666666666,1.3333333333333333
user_06889,7,4,0.5714285714285714,1.5714285714285714
user_06893,13,4,0.3076923076923077,1.3076923076923077
user_09372,16,4,0.25,1.25
user_00924,13,4,0.3076923076923077,1.4615384615384615
user_04321,14,4,0.2857142857142857,1.2857142857142858
user_06854,12,4,0.3333333333333333,1.3333333333333333
user_05003,17,4,0.23529411764705882,1.2352941176470589
user_06776,10,4,0.4,1.4
user_04971,10,4,0.4,1.4
user_09461,11,4,0.36363636363636365,1.3636363636363635
user_00789,7,4,0.5714285714285714,1.5714285714285714
user_04722,14,4,0.2857142857142857,1.2857142857142858
user_06683,6,4,0.6666666666666666,1.6666666666666667
user_06684,13,4,0.3076923076923077,1.3076923076923077
user_04553,15,4,0.26666666666666666,1.2666666666666666
user_03005,8,4,0.5,1.5
user_00775,14,4,0.2857142857142857,1.2857142857142858
user_04613,16,4,0.25,1.375
user_02710,13,4,0.3076923076923077,1.3076923076923077
user_00718,16,4,0.25,1.25
user_09531,10,4,0.4,1.4
user_04888,18,4,0.2222222222222222,1.2222222222222223
user_06572,13,4,0.3076923076923077,1.3076923076923077
user_06022,10,4,0.4,1.4
user_00165,10,4,0.4,1.4
user_00624,13,4,0.3076923076923077,1.3076923076923077
user_04861,18,4,0.2222222222222222,1.2222222222222223
user_09992,13,4,0.3076923076923077,1.3076923076923077
user_02148,15,4,0.26666666666666666,1.2666666666666666
user_02244,11,4,0.36363636363636365,1.3636363636363635
user_02453,10,3,0.3,1.3
user_08572,9,3,0.3333333333333333,1.3333333333333333
user_08144,17,3,0.17647058823529413,1.1764705882352942
user_08151,8,3,0.375,1.375
user_02534,16,3,0.1875,1.1875
user_02525,13,3,0.23076923076923078,1.2307692307692308
user_08139,9,3,0.3333333333333333,1.4444444444444444
user_05939,14,3,0.21428571428571427,1.2142857142857142
user_05920,16,3,0.1875,1.1875
user_05649,15,3,0.2,1.2
user_08599,14,3,0.21428571428571427,1.2142857142857142
user_08588,12,3,0.25,1.25
user_01933,13,3,0.23076923076923078,1.2307692307692308
user_08090,10,3,0.3,1.3
user_02619,11,3,0.2727272727272727,1.2727272727272727
user_02594,12,3,0.25,1.25
user_02604,12,3,0.25,1.25
user_01896,13,3,0.23076923076923078,1.2307692307692308
user_05616,16,3,0.1875,1.1875
user_05595,12,3,0.25,1.25
user_05581,12,3,0.25,1.25
user_09918,13,3,0.23076923076923078,1.2307692307692308
user_08062,8,3,0.375,1.375
user_08071,11,3,0.2727272727272727,1.2727272727272727
user_02666,22,3,0.13636363636363635,1.1363636363636365
user_02669,12,3,0.25,1.25
user_08642,17,3,0.17647058823529413,1.1764705882352942
user_02660,12,3,0.25,1.25
user_02713,9,3,0.3333333333333333,1.5555555555555556
user_00173,10,3,0.3,1.3
user_00185,12,3,0.25,1.25
user_08008,9,3,0.3333333333333333,1.3333333333333333
user_08648,9,3,0.3333333333333333,1.3333333333333333
user_08650,12,3,0.25,1.25
user_02749,15,3,0.2,1.2
user_08676,11,3,0.2727272727272727,1.2727272727272727
user_01832,12,3,0.25,1.25
user_07981,12,3,0.25,1.3333333333333333
user_07984,15,3,0.2,1.2
user_01818,19,3,0.15789473684210525,1.1578947368421053
user_05551,7,3,0.42857142857142855,1.4285714285714286
user_05985,15,3,0.2,1.2
user_05526,11,3,0.2727272727272727,1.2727272727272727
user_00194,16,3,0.1875,1.1875
user_01820,17,3,0.17647058823529413,1.2941176470588236
user_05933,20,3,0.15,1.15
user_07957,17,3,0.17647058823529413,1.1764705882352942
user_02789,8,3,0.375,1.375
user_07945,8,3,0.375,1.375
user_02780,16,3,0.1875,1.1875
user_02817,14,3,0.21428571428571427,1.2142857142857142
user_02819,9,3,0.3333333333333333,1.3333333333333333
user_07921,10,3,0.3,1.3
user_02809,19,3,0.15789473684210525,1.1578947368421053
user_00203,11,3,0.2727272727272727,1.2727272727272727
user_05517,12,3,0.25,1.25
user_09858,9,3,0.3333333333333333,1.3333333333333333
user_05566,16,3,0.1875,1.3125
user_02861,16,3,0.1875,1.1875
user_02843,11,3,0.2727272727272727,1.2727272727272727
user_02844,17,3,0.17647058823529413,1.1764705882352942
user_07878,12,3,0.25,1.4166666666666667
user_07891,10,3,0.3,1.3
user_02910,9,3,0.3333333333333333,1.3333333333333333
user_07846,14,3,0.21428571428571427,1.2142857142857142
user_06027,19,3,0.15789473684210525,1.1578947368421053
user_05491,15,3,0.2,1.2
user_05498,11,3,0.2727272727272727,1.2727272727272727
user_06034,14,3,0.21428571428571427,1.2142857142857142
user_00228,17,3,0.17647058823529413,1.1764705882352942
user_00229,11,3,0.2727272727272727,1.2727272727272727
user_00199,13,3,0.23076923076923078,1.2307692307692308
user_02944,12,3,0.25,1.25
user_02945,14,3,0.21428571428571427,1.2142857142857142
user_02996,12,3,0.25,1.25
user_03007,13,3,0.23076923076923078,1.2307692307692308
user_03049,14,3,0.21428571428571427,1.2142857142857142
user_08807,13,3,0.23076923076923078,1.2307692307692308
user_06044,16,3,0.1875,1.1875
user_05444,13,3,0.23076923076923078,1.2307692307692308
user_00212,14,3,0.21428571428571427,1.2142857142857142
user_03013,15,3,0.2,1.2
user_01657,13,3,0.23076923076923078,1.2307692307692308
user_03103,9,3,0.3333333333333333,1.3333333333333333
user_03076,13,3,0.23076923076923078,1.2307692307692308
user_07763,10,3,0.3,1.3
user_07788,12,3,0.25,1.25
user_03043,14,3,0.21428571428571427,1.2857142857142858
user_01638,10,3,0.3,1.3
user_00247,16,3,0.1875,1.1875
user_00231,13,3,0.23076923076923078,1.2307692307692308
user_03090,9,3,0.3333333333333333,1.3333333333333333
user_08829,15,3,0.2,1.2
user_01625,9,3,0.3333333333333333,1.3333333333333333
user_03134,12,3,0.25,1.25
user_01614,12,3,0.25,1.25
user_01621,19,3,0.15789473684210525,1.1578947368421053
user_03174,12,3,0.25,1.25
user_03177,17,3,0.17647058823529413,1.1764705882352942
user_03154,10,3,0.3,1.3
user_08877,19,3,0.15789473684210525,1.1578947368421053
user_05417,10,3,0.3,1.3
user_06091,19,3,0.15789473684210525,1.1578947368421053
user_09840,10,3,0.3,1.3
user_01568,13,3,0.23076923076923078,1.2307692307692308
user_07643,8,3,0.375,1.375
user_07656,18,3,0.16666666666666666,1.1666666666666667
user_03208,9,3,0.3333333333333333,1.3333333333333333
user_03211,8,3,0.375,1.375
user_03214,11,3,0.2727272727272727,1.2727272727272727
user_03246,7,3,0.42857142857142855,1.4285714285714286
user_01561,8,3,0.375,1.375
user_01566,14,3,0.21428571428571427,1.2142857142857142
user_08891,12,3,0.25,1.25
user_09815,14,3,0.21428571428571427,1.2857142857142858
user_09816,14,3,0.21428571428571427,1.2142857142857142
user_06104,14,3,0.21428571428571427,1.2142857142857142
user_05389,10,3,0.3,1.3
user_00270,12,3,0.25,1.25
user_09830,9,3,0.3333333333333333,1.3333333333333333
user_03284,16,3,0.1875,1.1875
user_07591,12,3,0.25,1.25
user_01548,14,3,0.21428571428571427,1.2142857142857142
user_01515,11,3,0.2727272727272727,1.2727272727272727
user_03337,15,3,0.2,1.2
user_07555,12,3,0.25,1.25
user_08958,9,3,0.3333333333333333,1.3333333333333333
user_09785,9,3,0.3333333333333333,1.3333333333333333
user_00309,12,3,0.25,1.25
user_09808,9,3,0.3333333333333333,1.3333333333333333
user_09814,18,3,0.16666666666666666,1.1666666666666667
user_03376,11,3,0.2727272727272727,1.2727272727272727
user_07540,13,3,0.23076923076923078,1.2307692307692308
user_07544,16,3,0.1875,1.3125
user_01469,15,3,0.2,1.2666666666666666
user_01472,16,3,0.1875,1.1875
user_08962,12,3,0.25,1.25
user_08964,16,3,0.1875,1.1875
user_08971,12,3,0.25,1.4166666666666667
user_08974,10,3,0.3,1.3
user_05358,11,3,0.2727272727272727,1.2727272727272727
user_05343,12,3,0.25,1.25
user_00304,14,3,0.21428571428571427,1.2142857142857142
user_01451,12,3,0.25,1.4166666666666667
user_07510,10,3,0.3,1.3
user_01440,15,3,0.2,1.2
user_08995,12,3,0.25,1.25
user_03413,12,3,0.25,1.25
user_03420,9,3,0.3333333333333333,1.3333333333333333
user_07474,13,3,0.23076923076923078,1.3846153846153846
user_08996,21,3,0.14285714285714285,1.1428571428571428
user_08999,18,3,0.16666666666666666,1.1666666666666667
user_09020,13,3,0.23076923076923078,1.2307692307692308
user_07433,15,3,0.2,1.2
user_07440,13,3,0.23076923076923078,1.2307692307692308
user_03490,11,3,0.2727272727272727,1.2727272727272727
user_01405,13,3,0.23076923076923078,1.2307692307692308
user_01407,9,3,0.3333333333333333,1.3333333333333333
user_00349,10,3,0.3,1.3
user_01368,12,3,0.25,1.25
user_07422,13,3,0.23076923076923078,1.2307692307692308
user_06510,8,3,0.375,1.375
user_01349,11,3,0.2727272727272727,1.2727272727272727
user_07402,10,3,0.3,1.3
user_04698,10,3,0.3,1.4
user_03558,10,3,0.3,1.3
user_06536,9,3,0.3333333333333333,1.3333333333333333
user_03550,15,3,0.2,1.2666666666666666
user_03614,13,3,0.23076923076923078,1.2307692307692308
user_03587,10,3,0.3,1.3
user_07382,18,3,0.16666666666666666,1.1666666666666667
user_03570,10,3,0.3,1.3
user_03628,9,3,0.3333333333333333,1.3333333333333333
user_03630,16,3,0.1875,1.1875
user_09070,8,3,0.375,1.375
user_06170,12,3,0.25,1.25
user_06173,14,3,0.21428571428571427,1.2142857142857142
user_06543,9,3,0.3333333333333333,1.4444444444444444
user_05290,13,3,0.23076923076923078,1.2307692307692308
user_01322,14,3,0.21428571428571427,1.2142857142857142
user_07374,8,3,0.375,1.375
user_01299,13,3,0.23076923076923078,1.2307692307692308
user_09076,9,3,0.3333333333333333,1.3333333333333333
user_03640,13,3,0.23076923076923078,1.2307692307692308
user_09095,11,3,0.2727272727272727,1.2727272727272727
user_09097,13,3,0.23076923076923078,1.2307692307692308
user_04775,13,3,0.23076923076923078,1.2307692307692308
user_06205,8,3,0.375,1.375
user_05252,11,3,0.2727272727272727,1.2727272727272727
user_03656,12,3,0.25,1.25
user_07322,9,3,0.3333333333333333,1.3333333333333333
user_03693,15,3,0.2,1.2
user_04867,12,3,0.25,1.25
user_04878,10,3,0.3,1.3
user_04853,16,3,0.1875,1.1875
user_07298,12,3,0.25,1.25
user_03772,14,3,0.21428571428571427,1.2142857142857142
user_09123,8,3,0.375,1.375
user_01241,11,3,0.2727272727272727,1.2727272727272727
user_09137,10,3,0.3,1.3
user_07263,11,3,0.2727272727272727,1.2727272727272727
user_03748,15,3,0.2,1.2
user_01251,10,3,0.3,1.3
user_09141,9,3,0.3333333333333333,1.3333333333333333
user_05240,14,3,0.21428571428571427,1.2142857142857142
user_05229,12,3,0.25,1.25
user_09142,12,3,0.25,1.25
user_03763,12,3,0.25,1.25
user_09157,13,3,0.23076923076923078,1.2307692307692308
user_00564,7,3,0.42857142857142855,1.5714285714285714
user_07212,15,3,0.2,1.2
user_07215,8,3,0.375,1.375
user_07223,7,3,0.42857142857142855,1.4285714285714286
user_04781,20,3,0.15,1.15
user_06528,7,3,0.42857142857142855,1.4285714285714286
user_03786,9,3,0.3333333333333333,1.3333333333333333
user_09172,16,3,0.1875,1.1875
user_09176,12,3,0.25,1.25
user_01192,12,3,0.25,1.25
user_03819,10,3,0.3,1.3
user_09187,11,3,0.2727272727272727,1.2727272727272727
user_04745,12,3,0.25,1.25
user_06244,14,3,0.21428571428571427,1.2142857142857142
user_04690,8,3,0.375,1.375
user_02240,14,3,0.21428571428571427,1.2142857142857142
user_03863,13,3,0.23076923076923078,1.2307692307692308
user_07173,13,3,0.23076923076923078,1.2307692307692308
user_07189,10,3,0.3,1.3
user_07197,20,3,0.15,1.15
user_09213,11,3,0.2727272727272727,1.2727272727272727
user_07156,14,3,0.21428571428571427,1.2142857142857142
user_07161,14,3,0.21428571428571427,1.2142857142857142
user_01141,13,3,0.23076923076923078,1.2307692307692308
user_08369,11,3,0.2727272727272727,1.2727272727272727
user_09714,16,3,0.1875,1.1875
user_05180,12,3,0.25,1.25
user_06258,12,3,0.25,1.25
user_09702,15,3,0.2,1.3333333333333333
user_00392,11,3,0.2727272727272727,1.2727272727272727
user_07146,14,3,0.21428571428571427,1.2142857142857142
user_07149,12,3,0.25,1.4166666666666667
user_09223,9,3,0.3333333333333333,1.5555555555555556
user_03921,12,3,0.25,1.25
user_07122,12,3,0.25,1.25
user_07123,13,3,0.23076923076923078,1.2307692307692308
user_07128,12,3,0.25,1.25
user_03960,16,3,0.1875,1.1875
user_08370,9,3,0.3333333333333333,1.4444444444444444
user_08470,17,3,0.17647058823529413,1.1764705882352942
user_07120,8,3,0.375,1.375
user_01120,9,3,0.3333333333333333,1.3333333333333333
user_05846,11,3,0.2727272727272727,1.2727272727272727
user_06284,15,3,0.2,1.2
user_06286,9,3,0.3333333333333333,1.5555555555555556
user_05849,12,3,0.25,1.25
user_05850,18,3,0.16666666666666666,1.1666666666666667
user_09249,12,3,0.25,1.25
user_09251,14,3,0.21428571428571427,1.2857142857142858
user_03955,10,3,0.3,1.3
user_02262,17,3,0.17647058823529413,1.1764705882352942
user_03990,13,3,0.23076923076923078,1.2307692307692308
user_03992,12,3,0.25,1.25
user_02317,10,3,0.3,1.3
user_01086,17,3,0.17647058823529413,1.1764705882352942
user_04025,8,3,0.375,1.375
user_06304,14,3,0.21428571428571427,1.2142857142857142
user_05111,14,3,0.21428571428571427,1.2142857142857142
user_09709,16,3,0.1875,1.3125
user_01047,10,3,0.3,1.3
user_08299,18,3,0.16666666666666666,1.1666666666666667
user_07020,14,3,0.21428571428571427,1.2142857142857142
user_07024,11,3,0.2727272727272727,1.2727272727272727
user_02079,12,3,0.25,1.25
user_04067,8,3,0.375,1.375
user_01024,13,3,0.23076923076923078,1.2307692307692308
user_06991,15,3,0.2,1.2
user_06994,13,3,0.23076923076923078,1.2307692307692308
user_06997,17,3,0.17647058823529413,1.1764705882352942
user_04167,12,3,0.25,1.25
user_08276,11,3,0.2727272727272727,1.5454545454545454
user_08288,13,3,0.23076923076923078,1.2307692307692308
user_08512,14,3,0.21428571428571427,1.2142857142857142
user_06313,11,3,0.2727272727272727,1.2727272727272727
user_05086,20,3,0.15,1.15
user_02058,15,3,0.2,1.2
user_05723,12,3,0.25,1.25
user_00992,8,3,0.375,1.625
user_05725,11,3,0.2727272727272727,1.2727272727272727
user_06950,9,3,0.3333333333333333,1.3333333333333333
user_06906,15,3,0.2,1.2
user_04232,18,3,0.16666666666666666,1.1666666666666667
user_04235,10,3,0.3,1.5
user_00945,13,3,0.23076923076923078,1.2307692307692308
user_04255,12,3,0.25,1.25
user_04256,10,3,0.3,1.3
user_05885,8,3,0.375,1.375
user_04280,10,3,0.3,1.3
user_05691,15,3,0.2,1.2
user_05694,13,3,0.23076923076923078,1.2307692307692308
user_06894,13,3,0.23076923076923078,1.2307692307692308
user_09952,17,3,0.17647058823529413,1.1764705882352942
user_02362,10,3,0.3,1.3
user_09672,13,3,0.23076923076923078,1.2307692307692308
user_06328,12,3,0.25,1.25
user_05058,12,3,0.25,1.25
user_05068,12,3,0.25,1.25
user_09656,13,3,0.23076923076923078,1.2307692307692308
user_00453,13,3,0.23076923076923078,1.2307692307692308
user_06312,10,3,0.3,1.3
user_04301,12,3,0.25,1.25
user_06868,11,3,0.2727272727272727,1.2727272727272727
user_06846,12,3,0.25,1.25
user_02364,11,3,0.2727272727272727,1.2727272727272727
user_04324,13,3,0.23076923076923078,1.2307692307692308
user_04329,15,3,0.2,1.2
user_06340,9,3,0.3333333333333333,1.5555555555555556
user_05025,12,3,0.25,1.25
user_00467,8,3,0.375,1.375
user_00472,13,3,0.23076923076923078,1.3076923076923077
user_00473,10,3,0.3,1.3
user_00897,8,3,0.375,1.375
user_00904,10,3,0.3,1.3
user_04331,12,3,0.25,1.4166666666666667
user_04316,13,3,0.23076923076923078,1.2307692307692308
user_02337,11,3,0.2727272727272727,1.2727272727272727
user_09410,11,3,0.2727272727272727,1.2727272727272727
user_06814,13,3,0.23076923076923078,1.3846153846153846
user_06843,13,3,0.23076923076923078,1.2307692307692308
user_09415,11,3,0.2727272727272727,1.2727272727272727
user_00505,15,3,0.2,1.3333333333333333
user_08259,13,3,0.23076923076923078,1.2307692307692308
user_09664,10,3,0.3,1.5
user_04371,16,3,0.1875,1.3125
user_04381,15,3,0.2,1.3333333333333333
user_04382,7,3,0.42857142857142855,1.4285714285714286
user_09408,11,3,0.2727272727272727,1.2727272727272727
user_00851,6,3,0.5,1.5
user_00856,9,3,0.3333333333333333,1.3333333333333333
user_04432,18,3,0.16666666666666666,1.2222222222222223
user_04409,9,3,0.3333333333333333,1.3333333333333333
user_02094,13,3,0.23076923076923078,1.2307692307692308
user_06778,14,3,0.21428571428571427,1.2142857142857142
user_04445,11,3,0.2727272727272727,1.4545454545454546
user_00844,11,3,0.2727272727272727,1.2727272727272727
user_04447,8,3,0.375,1.375
user_06756,9,3,0.3333333333333333,1.3333333333333333
user_00878,18,3,0.16666666666666666,1.1666666666666667
user_09449,16,3,0.1875,1.1875
user_09454,7,3,0.42857142857142855,1.5714285714285714
user_02063,9,3,0.3333333333333333,1.3333333333333333
user_04946,15,3,0.2,1.2
user_04947,11,3,0.2727272727272727,1.2727272727272727
user_06358,10,3,0.3,1.3
user_04436,11,3,0.2727272727272727,1.2727272727272727
user_00816,19,3,0.15789473684210525,1.1578947368421053
user_08522,15,3,0.2,1.2
user_04469,9,3,0.3333333333333333,1.3333333333333333
user_02033,14,3,0.21428571428571427,1.2142857142857142
user_04503,17,3,0.17647058823529413,1.1764705882352942
user_02380,14,3,0.21428571428571427,1.2142857142857142
user_06680,13,3,0.23076923076923078,1.2307692307692308
user_08502,11,3,0.2727272727272727,1.4545454545454546
user_00099,13,3,0.23076923076923078,1.2307692307692308
user_04513,16,3,0.1875,1.375
user_09465,12,3,0.25,1.25
user_09468,9,3,0.3333333333333333,1.3333333333333333
user_00543,8,3,0.375,1.375
user_06428,11,3,0.2727272727272727,1.2727272727272727
user_00515,14,3,0.21428571428571427,1.3571428571428572
user_00526,9,3,0.3333333333333333,1.3333333333333333
user_06391,8,3,0.375,1.375
user_09489,15,3,0.2,1.2
user_05898,12,3,0.25,1.25
user_05676,10,3,0.3,1.3
user_06676,10,3,0.3,1.5
user_05907,19,3,0.15789473684210525,1.1578947368421053
user_04579,9,3,0.3333333333333333,1.3333333333333333
user_04572,11,3,0.2727272727272727,1.2727272727272727
user_04575,11,3,0.2727272727272727,1.2727272727272727
user_09516,10,3,0.3,1.3
user_00553,13,3,0.23076923076923078,1.3846153846153846
user_09610,18,3,0.16666666666666666,1.1666666666666667
user_04955,9,3,0.3333333333333333,1.3333333333333333
user_00532,16,3,0.1875,1.1875
user_02419,15,3,0.2,1.2
user_02420,19,3,0.15789473684210525,1.1578947368421053
user_04621,9,3,0.3333333333333333,1.3333333333333333
user_06630,11,3,0.2727272727272727,1.2727272727272727
user_09500,15,3,0.2,1.2
user_00710,9,3,0.3333333333333333,1.3333333333333333
user_02388,9,3,0.3333333333333333,1.3333333333333333
user_06624,12,3,0.25,1.25
user_04626,13,3,0.23076923076923078,1.2307692307692308
user_02394,7,3,0.42857142857142855,1.4285714285714286
user_09533,9,3,0.3333333333333333,1.5555555555555556
user_09536,12,3,0.25,1.25
user_02464,9,3,0.3333333333333333,1.3333333333333333
user_04892,10,3,0.3,1.3
user_04894,14,3,0.21428571428571427,1.2142857142857142
user_00587,12,3,0.25,1.25
user_00690,13,3,0.23076923076923078,1.2307692307692308
user_02011,14,3,0.21428571428571427,1.2857142857142858
user_04674,11,3,0.2727272727272727,1.4545454545454546
user_05922,10,3,0.3,1.3
user_05807,10,3,0.3,1.3
user_09964,17,3,0.17647058823529413,1.1764705882352942
user_04797,15,3,0.2,1.2
user_04769,11,3,0.2727272727272727,1.2727272727272727
user_09568,11,3,0.2727272727272727,1.2727272727272727
user_00634,12,3,0.25,1.25
user_05627,12,3,0.25,1.25
user_00098,10,3,0.3,1.3
user_06460,11,3,0.2727272727272727,1.2727272727272727
user_05824,8,3,0.375,1.375
user_02170,8,3,0.375,1.375
user_08397,13,3,0.23076923076923078,1.3846153846153846
user_08400,18,3,0.16666666666666666,1.1666666666666667
user_02186,8,3,0.375,1.375
user_02168,9,3,0.3333333333333333,1.3333333333333333
user_05812,10,3,0.3,1.4
user_04796,10,3,0.3,1.3
user_02235,8,3,0.375,1.375
user_09966,16,3,0.1875,1.3125
user_00004,14,3,0.21428571428571427,1.2142857142857142
user_02016,19,3,0.15789473684210525,1.1578947368421053
user_09976,8,3,0.375,1.375
user_02138,9,3,0.3333333333333333,1.4444444444444444
user_05835,14,3,0.21428571428571427,1.2142857142857142
user_05837,6,3,0.5,1.5
user_02473,13,3,0.23076923076923078,1.2307692307692308
user_02156,11,3,0.2727272727272727,1.2727272727272727
user_08377,14,3,0.21428571428571427,1.2142857142857142
user_08383,15,3,0.2,1.2
user_02206,13,3,0.23076923076923078,1.2307692307692308
user_08432,17,3,0.17647058823529413,1.1764705882352942
user_08176,14,3,0.21428571428571427,1.2142857142857142
user_09978,13,3,0.23076923076923078,1.2307692307692308
user_00001,12,2,0.16666666666666666,1.1666666666666667
user_00010,8,2,0.25,1.25
user_05805,14,2,0.14285714285714285,1.1428571428571428
user_02163,17,2,0.11764705882352941,1.1176470588235294
user_02191,13,2,0.15384615384615385,1.1538461538461537
user_02185,10,2,0.2,1.2
user_02182,14,2,0.14285714285714285,1.1428571428571428
user_08440,9,2,0.2222222222222222,1.2222222222222223
user_09956,10,2,0.2,1.2
user_09960,11,2,0.18181818181818182,1.1818181818181819
user_05792,8,2,0.25,1.25
user_05825,8,2,0.25,1.25
user_05832,14,2,0.14285714285714285,1.1428571428571428
user_05840,9,2,0.2222222222222222,1.2222222222222223
user_05761,15,2,0.13333333333333333,1.1333333333333333
user_05768,9,2,0.2222222222222222,1.2222222222222223
user_05769,11,2,0.18181818181818182,1.1818181818181819
user_05772,6,2,0.3333333333333333,1.3333333333333333
user_02152,15,2,0.13333333333333333,1.2
user_02155,11,2,0.18181818181818182,1.1818181818181819
user_08378,11,2,0.18181818181818182,1.3636363636363635
user_02195,8,2,0.25,1.25
user_02203,11,2,0.18181818181818182,1.1818181818181819
user_09587,14,2,0.14285714285714285,1.1428571428571428
user_06476,9,2,0.2222222222222222,1.2222222222222223
user_04838,14,2,0.14285714285714285,1.1428571428571428
user_04845,5,2,0.4,1.4
user_04846,10,2,0.2,1.2
user_04825,5,2,0.4,1.4
user_06481,7,2,0.2857142857142857,1.2857142857142858
user_06488,17,2,0.11764705882352941,1.1176470588235294
user_06489,6,2,0.3333333333333333,1.3333333333333333
user_04809,10,2,0.2,1.2
user_04812,11,2,0.18181818181818182,1.1818181818181819
user_09575,14,2,0.14285714285714285,1.1428571428571428
user_09582,8,2,0.25,1.25
user_00592,14,2,0.14285714285714285,1.1428571428571428
user_06459,17,2,0.11764705882352941,1.1176470588235294
user_00038,9,2,0.2222222222222222,1.2222222222222223
user_04755,6,2,0.3333333333333333,1.3333333333333333
user_04759,7,2,0.2857142857142857,1.2857142857142858
user_00650,8,2,0.25,1.25
