user_id,total_watch_hours,avg_session_minutes,titles_watched,sessions_count
user_00672,21.831666666666667,81.86875,14,14
user_04001,21.823333333333334,109.11666666666667,11,11
user_09422,21.8,81.75,14,14
user_03802,21.798333333333332,59.449999999999996,18,18
user_02890,21.771666666666665,100.48461538461538,11,11
user_09552,21.763333333333335,59.35454545454545,20,20
user_07930,21.759999999999998,93.25714285714287,14,14
user_00756,21.738333333333333,81.51875,14,14
user_04554,21.731666666666666,86.92666666666668,14,14
user_04778,21.723333333333333,86.89333333333333,13,13
user_07016,21.72,62.05714285714286,19,19
user_07367,21.715,108.575,10,10
user_05425,21.711666666666666,108.55833333333334,10,10
user_06901,21.708333333333332,65.125,15,15
user_00028,21.686666666666667,59.14545454545455,19,20
user_09616,21.683333333333334,52.04,16,16
user_04883,21.676666666666666,61.93333333333333,17,18
user_05117,21.66,129.96,10,10
user_07738,21.658333333333335,64.975,17,17
user_05885,21.628333333333334,117.97272727272728,8,8
user_02539,21.593333333333334,99.66153846153846,12,12
user_08748,21.54,99.41538461538462,13,13
user_04940,21.518333333333334,117.37272727272726,10,10
user_02020,21.515,92.20714285714287,12,12
user_08123,21.506666666666668,161.3,7,7
user_09925,21.505,143.36666666666667,8,8
user_02861,21.485,67.84736842105262,16,16
user_00295,21.485,128.91,9,9
user_08079,21.456666666666667,80.4625,16,16
user_03109,21.448333333333334,128.69,8,8
user_03595,21.445,183.81428571428572,6,6
user_02705,21.441666666666666,116.95454545454545,9,9
user_09300,21.441666666666666,128.65,9,9
user_03080,21.428333333333335,71.42777777777778,16,16
user_01642,21.425,214.25,6,6
user_02157,21.423333333333332,71.41111111111111,16,17
user_04501,21.415,107.075,8,8
user_03748,21.415,71.38333333333333,15,15
user_08609,21.395,91.69285714285715,13,13
user_01590,21.39,142.60000000000002,9,9
user_08390,21.384999999999998,91.64999999999999,12,12
user_03599,21.38,80.175,16,16
user_05914,21.37,80.1375,14,14
user_04311,21.365,75.40588235294118,15,15
user_01231,21.353333333333335,128.12,10,10
user_09066,21.318333333333335,91.36428571428573,13,13
user_03070,21.316666666666666,98.38461538461539,12,12
user_04720,21.315,58.13181818181818,19,20
user_01598,21.3,85.2,13,13
user_09223,21.266666666666666,91.14285714285714,9,9
user_09575,21.263333333333332,79.7375,13,14
user_02341,21.221666666666664,127.33,9,9
user_06251,21.22,97.93846153846154,12,12
user_04310,21.206666666666667,66.96842105263158,18,18
user_04236,21.205000000000002,127.22999999999999,9,9
user_05290,21.198333333333334,79.49375,12,13
user_00176,21.195,105.97500000000001,11,11
user_06104,21.191666666666666,74.79411764705883,14,14
user_08688,21.165000000000003,90.70714285714287,13,13
user_09870,21.14666666666667,97.6,13,13
user_06054,21.14166666666667,90.60714285714286,13,13
user_05421,21.131666666666664,63.395,15,15
user_01630,21.118333333333332,74.53529411764706,15,15
user_04493,21.115000000000002,97.45384615384616,11,11
user_04756,21.09166666666667,140.61111111111111,8,8
user_02094,21.081666666666667,79.05624999999999,12,13
user_02619,21.071666666666665,90.30714285714285,11,11
user_05132,21.056666666666665,90.24285714285715,13,13
user_09020,21.041666666666668,78.90625,13,13
user_09361,21.038333333333334,210.38333333333333,6,6
user_03797,21.033333333333335,84.13333333333334,15,15
user_08883,21.031666666666666,97.06923076923077,11,11
user_01196,21.013333333333335,140.08888888888887,8,8
user_08003,21.003333333333334,84.01333333333334,13,13
user_00258,21.0,78.75,15,15
user_05933,20.993333333333332,54.76521739130435,20,20
user_04491,20.953333333333333,83.81333333333333,15,15
user_02522,20.951666666666668,157.1375,7,7
user_02467,20.938333333333333,78.51875,14,14
user_00923,20.936666666666667,78.5125,15,15
user_00580,20.93,125.58,9,9
user_08626,20.916666666666668,69.72222222222223,16,16
user_02077,20.881666666666668,69.60555555555555,16,16
user_06515,20.88,178.97142857142856,7,7
user_09708,20.875,62.625,19,19
user_08995,20.87,83.47999999999999,12,12
user_06091,20.866666666666667,56.90909090909091,19,19
user_09429,20.865000000000002,104.325,11,11
user_06459,20.863333333333333,65.88421052631578,17,17
user_08898,20.861666666666668,89.40714285714286,14,14
user_09148,20.86,104.3,10,10
user_07957,20.858333333333334,62.575,17,17
user_01812,20.85,156.375,8,8
user_05235,20.835,83.33999999999999,13,13
user_05910,20.830000000000002,56.809090909090905,18,18
user_05345,20.821666666666665,96.1,11,11
user_02163,20.816666666666666,65.73684210526316,17,17
user_05853,20.816666666666666,104.08333333333333,11,11
user_07855,20.803333333333335,124.82000000000001,10,10
user_09550,20.80333333333333,89.15714285714286,13,13
user_01401,20.796666666666667,113.43636363636364,10,10
user_01257,20.795,95.97692307692309,11,11
user_00468,20.791666666666668,138.61111111111111,8,8
user_05738,20.788333333333334,89.09285714285714,13,13
user_04079,20.77166666666667,124.63,10,10
user_02188,20.753333333333334,103.76666666666667,11,11
user_05544,20.733333333333334,95.6923076923077,12,12
user_02429,20.733333333333334,62.2,20,20
user_02829,20.71,112.96363636363635,10,10
user_09487,20.693333333333335,103.46666666666665,10,10
user_03082,20.688333333333333,73.01764705882353,16,16
user_03038,20.68,65.30526315789473,17,17
user_05660,20.663333333333334,95.36923076923077,10,11
user_07907,20.651666666666667,65.21578947368421,17,17
user_05183,20.648333333333333,82.59333333333333,14,14
user_03628,20.623333333333335,103.11666666666666,9,9
user_08721,20.618333333333336,68.72777777777779,16,16
user_00975,20.608333333333334,72.73529411764706,16,16
user_04295,20.588333333333335,53.70869565217391,21,21
user_07454,20.583333333333332,88.21428571428571,12,13
user_04938,20.581666666666667,112.26363636363637,11,11
user_01469,20.581666666666667,64.99473684210527,15,15
user_00289,20.58,137.2,8,8
user_03928,20.568333333333335,94.93076923076924,12,12
user_01503,20.55666666666667,82.22666666666667,15,15
user_09064,20.541666666666668,94.8076923076923,13,13
user_06340,20.516666666666666,87.92857142857143,9,9
user_07440,20.515,76.93125,13,13
user_03714,20.503333333333334,94.63076923076923,8,9
user_06243,20.493333333333332,122.96,10,10
user_09109,20.486666666666668,72.30588235294118,15,15
user_01162,20.473333333333333,76.775,14,14
user_05493,20.468333333333334,61.404999999999994,16,16
user_00074,20.468333333333334,76.75625,14,14
user_03226,20.463333333333335,122.78,10,10
user_04371,20.46,58.457142857142856,16,16
user_04636,20.46,76.725,13,13
user_05491,20.448333333333334,68.16111111111111,15,15
user_01075,20.428333333333335,68.09444444444445,17,17
user_02075,20.428333333333335,81.71333333333334,13,13
user_03066,20.426666666666666,72.09411764705882,15,15
user_09557,20.426666666666666,136.17777777777778,8,8
user_01726,20.416666666666668,72.05882352941177,16,16
user_05256,20.405,64.43684210526315,17,17
user_01994,20.403333333333332,122.42,10,10
user_06027,20.395,55.622727272727275,18,19
user_00924,20.393333333333334,64.39999999999999,13,13
user_03191,20.375,94.03846153846153,13,13
user_01700,20.346666666666668,67.82222222222222,17,17
user_06526,20.345,93.9,13,13
user_04136,20.310000000000002,110.78181818181817,10,10
user_06220,20.303333333333335,93.70769230769231,11,11
user_02563,20.3,76.125,16,16
user_00135,20.298333333333336,121.79,8,8
user_06112,20.294999999999998,121.77000000000001,9,9
user_02444,20.293333333333333,101.46666666666665,11,11
user_06276,20.266666666666666,71.52941176470588,15,15
user_06653,20.253333333333334,71.48235294117647,16,16
user_07120,20.221666666666664,110.3,8,8
user_00943,20.218333333333334,110.2818181818182,10,11
user_02362,20.216666666666665,93.3076923076923,10,10
user_09523,20.213333333333335,67.37777777777778,17,17
user_01102,20.211666666666666,151.5875,7,7
user_04353,20.205,110.2090909090909,10,10
user_03056,20.203333333333333,86.58571428571427,14,14
user_06334,20.201666666666664,67.33888888888889,16,17
user_03751,20.191666666666666,110.13636363636364,10,10
user_05068,20.185,80.74,12,12
user_09740,20.185,80.74,14,14
user_03874,20.165,67.21666666666667,18,18
user_02672,20.165,134.43333333333334,9,9
user_00878,20.163333333333334,57.60952380952381,18,18
user_01807,20.155,60.464999999999996,17,17
user_05529,20.14666666666667,109.89090909090909,11,11
user_06894,20.14,75.525,13,13
user_07499,20.12666666666667,109.7818181818182,11,11
user_02887,20.125,71.02941176470588,17,17
user_02428,20.121666666666666,67.07222222222222,14,14
user_00390,20.119999999999997,86.22857142857143,13,13
user_02262,20.118333333333332,60.355,17,17
user_01269,20.108333333333334,75.40625,15,15
user_05339,20.098333333333333,86.13571428571429,11,12
user_06708,20.095,70.9235294117647,16,16
user_01897,20.075,57.357142857142854,19,19
user_05086,20.073333333333334,52.36521739130435,20,20
user_08681,20.06833333333333,70.82941176470588,15,15
user_08049,20.043333333333333,66.8111111111111,18,18
user_00497,20.025000000000002,66.75,16,16
user_01139,20.023333333333333,85.8142857142857,13,14
user_06337,20.023333333333333,120.13999999999999,8,9
user_02947,20.015,85.77857142857144,13,13
user_07382,20.008333333333333,57.166666666666664,18,18
user_05058,20.005000000000003,80.02,12,12
user_08206,20.003333333333334,80.01333333333334,12,13
user_06740,19.998333333333335,99.99166666666667,12,12
user_08057,19.98166666666667,63.1,18,18
user_05614,19.98,74.925,14,16
user_07984,19.971666666666668,66.57222222222222,15,15
user_00522,19.971666666666668,79.88666666666667,14,15
user_02628,19.96666666666667,92.15384615384616,12,12
user_02972,19.96,92.12307692307692,11,12
user_02939,19.951666666666668,171.0142857142857,7,7
user_09484,19.945,132.96666666666667,9,9
user_06853,19.943333333333335,99.71666666666665,12,12
user_05524,19.94,108.76363636363637,9,9
user_03199,19.918333333333333,119.50999999999999,10,10
user_05172,19.918333333333333,62.9,17,17
user_00100,19.88,91.75384615384615,11,11
user_07019,19.875,66.25,17,17
user_04621,19.855,99.27499999999999,9,9
user_01394,19.85333333333333,66.17777777777778,15,15
user_03975,19.85,85.07142857142857,12,12
user_05473,19.846666666666668,119.08,9,9
user_01145,19.826666666666668,79.30666666666666,12,13
user_01811,19.821666666666665,118.92999999999999,9,9
user_00245,19.811666666666667,69.9235294117647,15,15
user_04489,19.808333333333334,91.42307692307692,12,12
user_05722,19.805,148.5375,8,8
user_04427,19.80166666666667,79.20666666666668,15,15
user_03954,19.796666666666667,118.78,10,10
user_00270,19.793333333333333,79.17333333333333,12,12
user_03047,19.788333333333334,84.80714285714285,13,13
user_03076,19.786666666666665,74.2,13,13
user_03409,19.773333333333333,148.3,8,8
user_05314,19.768333333333334,148.2625,8,8
user_00970,19.743333333333332,65.81111111111112,17,17
user_03500,19.74,65.80000000000001,17,17
user_09181,19.731666666666666,91.06923076923077,11,11
user_07430,19.723333333333333,107.58181818181816,11,11
user_06077,19.721666666666668,91.02307692307691,13,13
user_05293,19.71666666666667,73.9375,15,15
user_07156,19.708333333333332,69.55882352941177,14,14
user_00317,19.706666666666667,65.68888888888888,14,14
user_02275,19.701666666666664,84.43571428571428,12,12
user_07084,19.688333333333333,65.62777777777778,17,17
user_00456,19.685000000000002,90.85384615384615,12,12
user_03498,19.671666666666667,98.35833333333333,12,12
